Majority protein IDs	Protein names	Gene names	L3_4 old L OAF	L3_4 old A OAF	L3_4 old P OAF	L3_4 old R OAF	L3_4 old L IAF	L3_4 old R IAF	L3_4 old L IAF_NP	L3_4 old A IAF_NP	L3_4 old P IAF_NP	L3_4 old R IAF_NP	L3_4 old NP	L3_4 Young L OAF	L3_4 young A OAF	L3_4 young P OAF	L3_4 young R OAF	L3_4 young L IAF	L3_4 young R IAF	L3_4 young L IAF_NP	L3_4 young A IAF_NP	L3_4 young P IAF_NP	L3_4 young R IAF_NP	L3_4 young NP	L4_5 old L OAF	L4_5 old A OAF	L4_5 old P OAF	L4_5 old R OAF	L4_5 old L IAF	L4_5 old R IAF	L4_5 old L IAF_NP	L4_5 old A IAF_NP	L4_5 old P IAF_NP	L4_5 old R IAF_NP	L4_5 old NP	L4_5 young L OAF	L4_5 young A OAF	L4_5 young P OAF	L4_5 young R OAF	L4_5 young L IAF	L4_5 young R IAF	L4_5 young L IAF_NP	L4_5 young A IAF_NP	L4_5 young P IAF_NP	L4_5 young R IAF_NP	L4_5 young NP	L5_S1 old L OAF	L5_S1 old A OAF	L5_S1 old P OAF	L5_S1 old R OAF	L5_S1 old L IAF	L5_S1 old R IAF	L5_S1 old L IAF_NP	L5_S1 old A IAF_NP	L5_S1 old P IAF_NP	L5_S1 old R IAF_NP	L5_S1 old NP	L5_S1 young L OAF	L5_S1 young A OAF	L5_S1 young P OAF	L5_S1 young R OAF	L5_S1 young L IAF	L5_S1 young R IAF	L5_S1 young L IAF_NP	L5_S1 young A IAF_NP	L5_S1 young P IAF_NP	L5_S1 young R IAF_NP	L5_S1 young NP
P63208	S-phase kinase-associated protein 1	SKP1	26.2076	26.6749	25.6101	26.3277	24.3811	24.755	NaN	NaN	NaN	27.0909	NaN	26.9348	26.6465	28.0261	27.4946	26.548	26.1771	26.4623	NaN	NaN	26.5839	26.9319	26.1471	26.1494	26.7497	26.9274	25.2764	NaN	24.0234	NaN	23.773	NaN	NaN	26.7932	NaN	28.126	26.8521	26.6883	26.5388	NaN	NaN	NaN	NaN	26.1509	27.583	26.9774	26.7907	26.5026	26.9437	26.6134	26.1803	NaN	NaN	26.0476	25.9274	26.8719	26.5875	27.6421	28.1159	27.4032	NaN	NaN	NaN	NaN	NaN	NaN
P53985	Monocarboxylate transporter 1	SLC16A1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.4253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P36021	Monocarboxylate transporter 8	SLC16A2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0463	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O15427	Monocarboxylate transporter 4	SLC16A3	NaN	NaN	NaN	NaN	23.9069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P43007	Neutral amino acid transporter A	SLC1A4	23.3839	23.3134	24.6323	NaN	24.096	NaN	NaN	NaN	NaN	NaN	NaN	25.1415	24.7755	24.7118	25.49	24.6958	25.8683	25.9009	NaN	NaN	25.0882	NaN	24.7169	25.3369	26.4053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.2	25.2471	25.5943	NaN	24.8447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1681	NaN	NaN	NaN	NaN	NaN	24.1254	NaN	NaN	NaN	NaN	24.7096	24.9658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15758	Neutral amino acid transporter B(0)	SLC1A5	NaN	NaN	NaN	NaN	23.5954	23.7789	NaN	NaN	NaN	NaN	NaN	23.7486	NaN	25.7795	NaN	25.2626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.9406	25.7519	NaN	NaN	NaN	NaN	24.0067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q02978	Mitochondrial 2-oxoglutarate/malate carrier protein	SLC25A11	23.6517	23.548	NaN	23.7951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75746	Calcium-binding mitochondrial carrier protein Aralar1	SLC25A12	23.4987	22.3822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2	SLC25A13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q6NUK1	Calcium-binding mitochondrial carrier protein SCaMC-1	SLC25A24	24.412	25.7066	NaN	24.663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.885
Q00325	Phosphate carrier protein, mitochondrial	SLC25A3	NaN	23.7758	NaN	23.9873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P12235	ADP/ATP translocase 1	SLC25A4	27.447	24.6582	NaN	28.3107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.7412	24.7254	NaN	NaN	24.5158	NaN	NaN	24.783	NaN	NaN	25.8842	25.1537	24.1436	NaN	NaN	NaN	NaN	23.0432	NaN	NaN	NaN	NaN	27.1504	NaN	NaN	NaN	25.5392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.0702	23.337	23.0148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P05141	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	SLC25A5	23.103	NaN	NaN	24.4216	NaN	NaN	23.5062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.4833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.1716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.4654	NaN	NaN	NaN	24.7797	NaN	NaN	NaN	NaN	NaN	NaN
P12236	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed	SLC25A6	27.1426	NaN	NaN	26.8105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.1472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99808	Equilibrative nucleoside transporter 1	SLC29A1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.3725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P11166	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	NaN	NaN	NaN	NaN	NaN	NaN	25.8479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.6526	NaN	26.7184	NaN	NaN	NaN	24.1551	24.9737	24.8598	25.2505	NaN	25.2081	NaN	24.9007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.7935	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9HBR0	Putative sodium-coupled neutral amino acid transporter 10	SLC38A10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.7035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15043	Zinc transporter ZIP14	SLC39A14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.8969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q92504	Zinc transporter SLC39A7	SLC39A7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.5285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08195	4F2 cell-surface antigen heavy chain	SLC3A2	NaN	23.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8WWI5	Choline transporter-like protein 1	SLC44A1	23.9654	NaN	NaN	NaN	23.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8IWA5	Choline transporter-like protein 2	SLC44A2	NaN	NaN	NaN	NaN	25.842	NaN	NaN	NaN	NaN	NaN	NaN	25.2841	25.886	24.7675	NaN	25.9301	NaN	NaN	NaN	NaN	NaN	NaN	24.2399	25.5169	27.5199	NaN	NaN	NaN	24.0519	NaN	NaN	NaN	NaN	NaN	NaN	24.8772	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P02730	Band 3 anion transport protein	SLC4A1	26.2036	27.0208	NaN	26.8301	24.4661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.9789	26.1454	26.4864	NaN	25.3575	NaN	25.1845	24.4862	24.9114	NaN	26.3365	24.4966	25.0212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.7558	NaN	25.0137	27.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.4544	24.7681	NaN	28.1395	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	SLC9A3R1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.5816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15599	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	SLC9A3R2	NaN	NaN	NaN	22.4795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O94813	Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product	SLIT2	25.0052	25.1658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.4298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75094	Slit homolog 3 protein	SLIT3	21.8878	23.1249	25.9803	22.7958	24.6759	24.6916	NaN	NaN	25.1979	25.7151	NaN	24.8784	23.0623	24.0422	NaN	29.5777	28.7733	30.3281	27.8862	28.8445	30.1526	29.7109	NaN	27.361	NaN	NaN	NaN	NaN	25.2186	NaN	NaN	NaN	NaN	NaN	24.8393	27.5956	NaN	26.274	28.6151	28.564	25.8453	27.2306	27.6702	29.4532	NaN	24.5502	26.0195	NaN	NaN	24.8626	NaN	NaN	NaN	NaN	23.9619	NaN	23.3441	23.1657	25.2445	25.5969	27.4547	26.2536	27.197	27.8298	27.0305	27.7532
Q9H156	SLIT and NTRK-like protein 2	SLITRK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.4933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9H2G2	STE20-like serine/threonine-protein kinase	SLK	NaN	NaN	NaN	24.8205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P03973	Antileukoproteinase	SLPI	NaN	NaN	NaN	25.4117	26.4556	30.9723	29.8953	31.1915	30.7145	30.2196	29.8071	31.7399	30.5687	32.1371	31.7232	33.0721	33.3274	33.5555	33.9361	33.9718	34.4581	33.7562	29.0515	29.8064	NaN	30.7298	29.9581	30.9147	29.6175	28.3599	29.4566	NaN	NaN	NaN	31.0907	NaN	29.7385	32.7749	30.6431	33.3366	33.2243	32.8298	31.5335	32.425	33.0933	31.7744	31.0492	28.9373	32.9015	32.0391	32.063	32.0192	31.1102	30.5545	32.0576	30.4759	30.5148	32.0111	32.6467	32.9484	33.6737	32.5573	32.7049	33.5103	33.0618	33.0235
O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	SMARCA5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.6509	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q12824	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	SMARCB1	NaN	20.7474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8TAQ2	SWI/SNF complex subunit SMARCC2	SMARCC2	NaN	23.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q969G3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SMARCE1	NaN	23.5308	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q14683	Structural maintenance of chromosomes protein 1A	SMC1A	NaN	NaN	NaN	23.9099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UQE7	Structural maintenance of chromosomes protein 3	SMC3	24.7838	NaN	NaN	25.7813	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.7828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.8546	NaN	24.8104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q71RC9	Small integral membrane protein 5	SMIM5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.1586	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9H4F8	SPARC-related modular calcium-binding protein 1	SMOC1	28.7864	29.4752	32.1436	28.3897	29.5791	30.2399	30.1628	30.2732	31.3309	30.5825	29.4882	29.6288	29.102	30.7322	29.3883	31.3967	31.5616	31.6255	31.4386	30.5765	31.3752	31.5851	29.32	30.4661	31.5913	30.2497	30.4288	30.5311	31.2632	30.0933	31.3761	30.2636	30.3478	29.3006	29.1533	28.004	29.2079	30.7596	30.5867	31.3285	31.7159	31.1109	31.4125	30.8867	30.4537	30.6163	33.8176	29.4674	30.502	31.406	31.7198	31.4942	31.7369	32.0389	32.0194	28.9833	29.3284	30.5007	30.0728	30.3591	31.2643	30.8573	30.2377	31.1224	31.0403	30.3932
Q9H3U7	SPARC-related modular calcium-binding protein 2	SMOC2	28.2956	28.1331	29.9327	26.2183	28.862	30.0285	28.9367	29.9821	29.7743	29.976	29.0655	29.6659	29.6422	29.9836	29.653	30.8744	30.4831	31.0016	31.3146	30.438	31.1887	30.523	29.4501	30.124	30.0942	30.3942	29.9429	30.7671	29.8316	30.0028	30.372	30.1172	29.8617	28.1572	30.084	30.0251	29.4907	30.5237	29.495	30.1044	31.4654	30.9055	31.2315	31.262	31.6954	31.3012	31.2141	28.4998	30.6189	30.028	30.5596	30.7184	29.9321	30.1526	30.2239	29.8363	29.3692	30.1152	30.6078	30.4475	31.3284	31.0005	30.3895	31.379	30.7803	30.8202
P02814	Submaxillary gland androgen-regulated protein 3B;Peptide P-A;Peptide D1A	SMR3B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P52788	Spermine synthase	SMS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.581	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q2TAY7	WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed	SMU1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.6105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8NB12	Histone-lysine N-methyltransferase SMYD1	SMYD1	25.1762	NaN	NaN	24.6855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
